title,years,link
"Wardroom Lamp from ""Constitution"",",c. 1937,"https://media.nga.gov/iiif/5f82ae99-4d98-44be-9594-35c2022d4c88/full/!588,600/0/default.jpg"
"Combination Rush & Candle Stand,",c. 1938,"https://media.nga.gov/iiif/e0478685-bc13-499f-a6d7-fde7d1a518d4/full/!588,600/0/default.jpg"
"Candlestick,",c. 1937,"https://media.nga.gov/iiif/7c0ac2ed-6a86-49cc-9531-8c3e2d91f7b1/full/!588,600/0/default.jpg"
"Iron and Brass Candlestand,",1935/1942,"https://media.nga.gov/iiif/f78f6a86-a850-465a-ae4c-5b546b471aeb/full/!588,600/0/default.jpg"
"Candlestand,",c. 1938,"https://media.nga.gov/iiif/871de5da-e8e9-4a90-8447-b8fc85140d40/full/!588,600/0/default.jpg"
"Candle Holder,",c. 1938,"https://media.nga.gov/iiif/ded8b886-6d2a-4c7c-89d2-ba4342a2795e/full/!588,600/0/default.jpg"
"Hand Lantern,",c. 1939,"https://media.nga.gov/iiif/7459aeaf-709b-4861-a131-137217f79189/full/!588,600/0/default.jpg"
"Pierced Tin Lantern,",1935/1942,"https://media.nga.gov/iiif/eaa6367f-4d40-4288-b41f-f74f9564419d/full/!588,600/0/default.jpg"
"Lantern,",1936,"https://media.nga.gov/iiif/2016d8a6-3e90-4c78-996c-36df65d855c5/full/!588,600/0/default.jpg"
"Lantern,",c. 1936,"https://media.nga.gov/iiif/4d59a017-1ad8-49e8-a2c1-4f502b8f29d8/full/!588,600/0/default.jpg"
"Bull's Eye Hand Lantern,",c. 1942,"https://media.nga.gov/iiif/06cae3f0-aca5-4435-88a4-6fc09127e2e1/full/!588,600/0/default.jpg"
"New England Lantern,",c. 1937,"https://media.nga.gov/iiif/dcebd50d-f86c-4380-bb97-111db7b2714b/full/!588,600/0/default.jpg"
"Oil Lamp,",c. 1938,"https://media.nga.gov/iiif/77ae3813-9264-47ee-ae7b-7e380d139ff8/full/!588,600/0/default.jpg"
"Hand Lantern,",c. 1938,"https://media.nga.gov/iiif/67a1589d-86fc-41bf-9970-32c5181f2ce1/full/!588,600/0/default.jpg"
"Lantern,",c. 1938,"https://media.nga.gov/iiif/a943fc12-ca44-45da-a243-3af85a8567ca/full/!588,600/0/default.jpg"
"Lantern,",c. 1938,"https://media.nga.gov/iiif/cc753efd-8ea4-4c3c-b3a6-fe6765adba5b/full/!588,600/0/default.jpg"
"Comstock Miner's Lantern,",1936,"https://media.nga.gov/iiif/3eae4e9a-6dae-4945-8768-24d8b99ac816/full/!588,600/0/default.jpg"
"Lantern for Candle,",1935/1942,"https://media.nga.gov/iiif/1b450bdb-cf03-495f-9f94-179153929952/full/!588,600/0/default.jpg"
"Yard Lantern,",1937,"https://media.nga.gov/iiif/6f7c8e6e-5279-4e33-a18a-ba06d065cdb8/full/!588,600/0/default.jpg"
"Eagle Lamp and Post,",c. 1936,"https://media.nga.gov/iiif/d1ff4416-7995-4720-bd3a-05ca72766ecb/full/!588,600/0/default.jpg"
"Lantern,",1935/1942,"https://media.nga.gov/iiif/bde68311-8eb2-4c39-9b5a-f7636108144c/full/!588,600/0/default.jpg"
"Panel from Hall Lantern,",c. 1936,"https://media.nga.gov/iiif/2d10d1a6-a36c-4f73-bd6d-1db0bd793295/full/!588,600/0/default.jpg"
"Lamp Chimney,",1935/1942,"https://media.nga.gov/iiif/8b576f11-beda-4c8e-b9fe-b434d23ce3b2/full/!588,600/0/default.jpg"
"Hand Lantern,",c. 1938,"https://media.nga.gov/iiif/c271cc3d-cc4a-4858-b031-3964dfa2556b/full/!588,600/0/default.jpg"
"Hand Lantern,",c. 1938,"https://media.nga.gov/iiif/64961d4b-d78c-451b-ad02-7f11e5743ff9/full/!588,600/0/default.jpg"
"""Slut"" Lamp,",c. 1941,"https://media.nga.gov/iiif/877907ca-ebc5-4caf-aaba-e1d7d5ceff99/full/!588,600/0/default.jpg"
"Betty Lamp,",c. 1938,"https://media.nga.gov/iiif/0c03e549-9667-431c-96dd-ec1bd261c66d/full/!588,600/0/default.jpg"
"Kerosene Lamp Heater,",c. 1942,"https://media.nga.gov/iiif/addbf7e8-3a9a-4ca0-bdb4-67cb51975b81/full/!588,600/0/default.jpg"
"Lantern,",c. 1940,"https://media.nga.gov/iiif/c7820826-11a2-455f-b8f9-9ae641681f83/full/!588,600/0/default.jpg"
"Carriage Lamp,",1938,"https://media.nga.gov/iiif/38e5cbaf-eb87-4099-84ec-39d7a27df757/full/!588,600/0/default.jpg"
"Ship Lantern,",c. 1936,"https://media.nga.gov/iiif/630b29f5-b1bc-42e4-b805-3bac240eff17/full/!588,600/0/default.jpg"
"Lantern,",1935/1942,"https://media.nga.gov/iiif/0c97b66d-073d-461a-a7d5-1d5fb6d5ec76/full/!588,600/0/default.jpg"
"Camphene Lamp,",c. 1936,"https://media.nga.gov/iiif/df0dd636-edd2-463d-8e12-814784ac3f5a/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/d7aac173-e0e6-40f1-ae4b-a26106d19a69/full/!588,600/0/default.jpg"
"Betty Lamp and Stand,",c. 1940,"https://media.nga.gov/iiif/5692bdfb-c722-4624-895e-d45fcd04929b/full/!588,600/0/default.jpg"
"Wrought Iron Betty Lamp,",c. 1937,"https://media.nga.gov/iiif/e741eaf2-3b2c-416e-ab85-765f32b55e4c/full/!588,600/0/default.jpg"
"Betty Lamp,",1935/1942,"https://media.nga.gov/iiif/c1ffdda0-449e-4353-a444-c89c524bd0d8/full/!588,600/0/default.jpg"
"Betty Lamp,",c. 1939,"https://media.nga.gov/iiif/038d3f50-dafd-4ccb-af0d-38c270e01dd1/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/d1cbc561-d7f8-4542-94fa-d57db32ef470/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/11923605-3d40-478f-8409-a016620593d7/full/!588,600/0/default.jpg"
"Lamp,",c. 1937,"https://media.nga.gov/iiif/3dffd032-2b30-48db-814a-b2db3483d4df/full/!588,600/0/default.jpg"
"Pewter Lamp,",c. 1936,"https://media.nga.gov/iiif/a19a5ecd-8376-4ef0-ab77-787721688f6f/full/!588,600/0/default.jpg"
"Chamber Lamp,",c. 1936,"https://media.nga.gov/iiif/96127dbb-7cd8-45d6-8dfd-982b2797e6ab/full/!588,600/0/default.jpg"
"Whale Oil Lamp,",c. 1940,"https://media.nga.gov/iiif/45c25aa2-36cd-4198-b97a-4f2fdc8c4cd3/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/9cbf6635-5d0e-4216-89f3-ff74a51fefe5/full/!588,600/0/default.jpg"
"Pewter Oil Lamp,",c. 1938,"https://media.nga.gov/iiif/8fe92562-3c0a-4eb9-bd42-2d0d34f63ccd/full/!588,600/0/default.jpg"
"Miner's Lamp,",c. 1940,"https://media.nga.gov/iiif/ed00974c-ca91-4fd7-b2f1-4021396a312f/full/!588,600/0/default.jpg"
"Pewter Lamp,",c. 1936,"https://media.nga.gov/iiif/54fef080-99c5-4d82-b99e-85efd5d54229/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/9bffae0d-fe71-4674-a587-3ad07ff15dd3/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/52a85d9b-d559-4aae-9b9b-8da1ed9ccec9/full/!588,600/0/default.jpg"
"Whale Oil Lamp,",1935/1942,"https://media.nga.gov/iiif/fa0bc039-213d-4807-ac8a-e7061c80d640/full/!588,600/0/default.jpg"
"Petticoat Peg Lamp,",c. 1939,"https://media.nga.gov/iiif/8cab2b5b-5e43-463a-b5ba-d167f2b03d86/full/!588,600/0/default.jpg"
"Betty Lamp,",1940,"https://media.nga.gov/iiif/24e07e25-4c57-406a-8d70-041a602bc099/full/!588,600/0/default.jpg"
"Horn Lantern,",c. 1939,"https://media.nga.gov/iiif/6ae93142-d563-473a-ad00-fca48590c056/full/!588,600/0/default.jpg"
"Knife and Sheath,",c. 1941,"https://media.nga.gov/iiif/e81d5ef5-8ffe-4a31-aa94-615915a54ef8/full/!588,600/0/default.jpg"
"Pottery Lamp,",c. 1938,"https://media.nga.gov/iiif/bc114cf2-6680-4e96-a56a-cd339828745c/full/!588,600/0/default.jpg"
"Grease Lamp,",c. 1939,"https://media.nga.gov/iiif/270d28b9-c335-4ef4-9cb2-ff9c1b12878c/full/!588,600/0/default.jpg"
"Whale Oil Lamp,",1938,"https://media.nga.gov/iiif/37ff0c9a-da5d-4556-8197-0257bb66e29e/full/!588,600/0/default.jpg"
"Colonial Lamp,",1938,"https://media.nga.gov/iiif/200c178f-5cbb-4adb-8493-7d2da2f9765e/full/!588,600/0/default.jpg"
"Candlestick/Whale Oil Lamp,",c. 1939,"https://media.nga.gov/iiif/ea1f6b8d-c86e-4301-a8a8-b57c7c78f5a0/full/!588,600/0/default.jpg"
"Wick Lamp,",c. 1938,"https://media.nga.gov/iiif/491d8a4d-7c65-46ae-b1c1-7bfcc99be137/full/!588,600/0/default.jpg"
"Camphene Lamp,",1935/1942,"https://media.nga.gov/iiif/4c65af9e-bb4b-4457-af38-ad8aac5589c2/full/!588,600/0/default.jpg"
"Lamp,",c. 1939,"https://media.nga.gov/iiif/04fe1ecf-fe1d-4f3c-94b4-01c0b30f0ed9/full/!588,600/0/default.jpg"
"Lamp,",c. 1935,"https://media.nga.gov/iiif/66cd001d-8026-4018-9fb7-91391e11f1c1/full/!588,600/0/default.jpg"
"Brass Lamp,",c. 1939,"https://media.nga.gov/iiif/d3a518e0-3c1b-4807-b860-0d80538cbebd/full/!588,600/0/default.jpg"
"Pennsylvania Fat Lamp,",c. 1940,"https://media.nga.gov/iiif/35623526-1e40-4484-8d05-743d35c68752/full/!588,600/0/default.jpg"
"Whale Oil Lamp,",1935/1942,"https://media.nga.gov/iiif/45bd4763-831c-4f33-aa38-c1ff0105dc50/full/!588,600/0/default.jpg"
"Table Lamp,",1939,"https://media.nga.gov/iiif/9293834f-3ae1-4154-aee5-242a29b2dafe/full/!588,600/0/default.jpg"
"Lamp,",1938,"https://media.nga.gov/iiif/b7555f6f-90ce-4fe3-9245-e7617ff815c5/full/!588,600/0/default.jpg"
"Lamp,",c. 1938,"https://media.nga.gov/iiif/05466098-c21a-4921-8640-4b617edfa627/full/!588,600/0/default.jpg"
"Lamp,",1936,"https://media.nga.gov/iiif/41d84a86-bf21-4121-89b4-513c6d7ee2ad/full/!588,600/0/default.jpg"
"Spark Lamp,",c. 1938,"https://media.nga.gov/iiif/64cc0792-4348-448d-b5e9-2a7c65de90ce/full/!588,600/0/default.jpg"
"Lamp,",c. 1937,"https://media.nga.gov/iiif/1d517d42-4188-4d71-842e-eb53c8547c22/full/!588,600/0/default.jpg"
"Doorway and Doors,",c. 1939,"https://media.nga.gov/iiif/13ee5afd-8c24-4ffa-9209-a9292ed951d9/full/!588,600/0/default.jpg"
"Door Handle and Thumb,",c. 1936,"https://media.nga.gov/iiif/591f47c7-e75b-4b75-a3d7-92d09b1fb77f/full/!588,600/0/default.jpg"
"Brass Box Lock,",c. 1938,"https://media.nga.gov/iiif/1af96cd7-9da3-4455-9f67-dc89af8a63c0/full/!588,600/0/default.jpg"
"Lock,",c. 1936,"https://media.nga.gov/iiif/ae34f138-20ac-4590-91c0-53c230828ac8/full/!588,600/0/default.jpg"
"Lamp,",1935/1942,"https://media.nga.gov/iiif/ee92b88c-d9ad-433e-9bb4-9b0ac0cb9233/full/!588,600/0/default.jpg"
"Glass Oil Lamp,",1940,"https://media.nga.gov/iiif/a817df24-5ef6-4139-87d6-1297264608eb/full/!588,600/0/default.jpg"
"Oil Lamp,",c. 1936,"https://media.nga.gov/iiif/b174a01a-de81-4950-a34b-3195cc562a6e/full/!588,600/0/default.jpg"
"Carved Casing,",c. 1938,"https://media.nga.gov/iiif/c805d7be-5a8e-41ea-8bee-8931b6c5b641/full/!588,600/0/default.jpg"
"Medal (Bronze),",c. 1936,"https://media.nga.gov/iiif/4904ea32-ea97-472a-972d-783dbaf58549/full/!588,600/0/default.jpg"
"Mail Box,",c. 1937,"https://media.nga.gov/iiif/f72fcf78-1393-419b-8157-b5f78864ebe2/full/!588,600/0/default.jpg"
"Lottery Wheel,",c. 1936,"https://media.nga.gov/iiif/ab7b5a00-55cd-41ae-b240-4d531c2d3646/full/!588,600/0/default.jpg"
"Match Holder,",c. 1939,"https://media.nga.gov/iiif/6bfbe3d3-1eb0-4aa9-ab4c-8896cd39ce50/full/!588,600/0/default.jpg"
"Match Safe,",c. 1940,"https://media.nga.gov/iiif/46bcd158-f19b-4fa3-81f4-8d5d57e84b83/full/!588,600/0/default.jpg"
"Match Holder,",c. 1940,"https://media.nga.gov/iiif/4730e6bf-dae6-41e3-ac38-3318c164730c/full/!588,600/0/default.jpg"
"Potato Masher,",c. 1937,"https://media.nga.gov/iiif/66ec547c-eb20-47bb-9a82-ef919fc6ad26/full/!588,600/0/default.jpg"
"Wine Masher,",1938,"https://media.nga.gov/iiif/7ffe279f-d121-4364-8854-b7c1b4503f24/full/!588,600/0/default.jpg"
"Marble Ornament (from top of mantelpiece),",c. 1937,"https://media.nga.gov/iiif/76ac9fd5-3274-4c6d-b462-a7f41f9d6879/full/!588,600/0/default.jpg"
"Bullet Mold,",1941,"https://media.nga.gov/iiif/f730a608-8121-48fb-a67f-56b8c4461e44/full/!588,600/0/default.jpg"
"Ice Cream Mold,",c. 1941,"https://media.nga.gov/iiif/8651088d-23eb-4e8e-b27f-2ec2db831954/full/!588,600/0/default.jpg"
"Cake Pan,",c. 1938,"https://media.nga.gov/iiif/9fbbed04-24c9-47a4-9713-cfd2d62ce647/full/!588,600/0/default.jpg"
"Fish Mold,",c. 1938,"https://media.nga.gov/iiif/24f1e66c-76d6-4622-ac27-06a67aeea48d/full/!588,600/0/default.jpg"
"Star Shaped Match Box,",1938,"https://media.nga.gov/iiif/2b82be00-0fd0-4707-9f85-39d81d1ee4f6/full/!588,600/0/default.jpg"
"Match Holder,",c. 1939,"https://media.nga.gov/iiif/b23378af-d749-4255-b16f-f7740fc8f506/full/!588,600/0/default.jpg"
"Match Safe,",c. 1940,"https://media.nga.gov/iiif/590879fa-5b18-433c-88a2-fbf6242fa091/full/!588,600/0/default.jpg"
"Mortar and Pestle,",c. 1937,"https://media.nga.gov/iiif/0b40c034-154d-4e84-bdd1-5ca3a4e07070/full/!588,600/0/default.jpg"
"Mortar,",c. 1940,"https://media.nga.gov/iiif/1e85d929-8fac-4d23-942c-9436f84f3321/full/!588,600/0/default.jpg"
"Jar,",c. 1938,"https://media.nga.gov/iiif/664fd3eb-c7ca-4f98-955b-729106461163/full/!588,600/0/default.jpg"
"Candle Mold,",c. 1940,"https://media.nga.gov/iiif/f222702a-ee71-4bf8-a635-29e519c401de/full/!588,600/0/default.jpg"
"Candle Mold,",1935/1942,"https://media.nga.gov/iiif/dae938c6-07a0-4c08-b221-ae0f781245fd/full/!588,600/0/default.jpg"
"Bullet Mold,",c. 1940,"https://media.nga.gov/iiif/1bbcc819-dbc0-496b-88e6-0a1a7d16e554/full/!588,600/0/default.jpg"
"Mortar and Pestle,",1935/1942,"https://media.nga.gov/iiif/ba0ae0c1-659b-42b1-a5e8-28997bbb8448/full/!588,600/0/default.jpg"
"Mortar and Pestle,",c. 1938,"https://media.nga.gov/iiif/29983818-add5-4088-ae7a-ca30219c43f9/full/!588,600/0/default.jpg"
"Brass Mortar and Pestle,",c. 1939,"https://media.nga.gov/iiif/5464ceca-248b-469d-b703-7e53df8fef46/full/!588,600/0/default.jpg"
"Muffin Pan,",c. 1940,"https://media.nga.gov/iiif/5fec6adc-515f-4c5b-abc2-6097438b4f64/full/!588,600/0/default.jpg"
"Wine Jug,",c. 1939,"https://media.nga.gov/iiif/87347b90-2f8a-423a-9338-15501b7e3f2f/full/!588,600/0/default.jpg"
"Stringed Harp,",c. 1939,"https://media.nga.gov/iiif/1e68bd30-4734-48a2-9baa-a63fce65cee8/full/!588,600/0/default.jpg"
"Violin,",c. 1937,"https://media.nga.gov/iiif/3acfd1c5-4a69-46a3-b065-04171003ba83/full/!588,600/0/default.jpg"
"Plantation Banjo,",c. 1937,"https://media.nga.gov/iiif/20205c04-f868-44fd-8def-4f1f9d78a425/full/!588,600/0/default.jpg"
"Baby's Feeding Bottle,",c. 1937,"https://media.nga.gov/iiif/e35e586a-1ddf-4a86-a5b3-da2e42b97158/full/!588,600/0/default.jpg"
"Newel Post,",c. 1936,"https://media.nga.gov/iiif/495ae359-8b35-48f2-b5a4-17498f77aaf3/full/!588,600/0/default.jpg"
"Nails and Pins,",c. 1937,"https://media.nga.gov/iiif/5054e0b4-296a-4f37-96fa-60f7a22dfee3/full/!588,600/0/default.jpg"
"Piano,",1936,"https://media.nga.gov/iiif/257ff77a-e38a-4914-b25b-38b3de3eb19e/full/!588,600/0/default.jpg"
"Piano,",c. 1936,"https://media.nga.gov/iiif/a23f7f4e-dee8-4e07-822e-39f68be06b39/full/!588,600/0/default.jpg"
"Cylinder Pipe Organ,",c. 1940,"https://media.nga.gov/iiif/1f9aef72-dc07-4e0d-a24e-6c8939128e4c/full/!588,600/0/default.jpg"
"Melodeon,",c. 1936,"https://media.nga.gov/iiif/b542e4a2-ec49-4c0d-bee0-bf2160e2333d/full/!588,600/0/default.jpg"
"Reading Lamp,",1941,"https://media.nga.gov/iiif/54766db4-8b43-4801-bcea-269c62d63245/full/!588,600/0/default.jpg"
"Vinyard Basket,",c. 1938,"https://media.nga.gov/iiif/a70af919-f074-4e48-b852-983481693473/full/!588,600/0/default.jpg"
"Cottage Organ,",1941,"https://media.nga.gov/iiif/c9f6f7fd-f85d-41fd-94fb-530db8c7543e/full/!588,600/0/default.jpg"
"Wood and Stone Carving,",1935/1942,"https://media.nga.gov/iiif/e765b354-6f70-46a0-a8ce-26a1e2593226/full/!588,600/0/default.jpg"
"Finial,",c. 1940,"https://media.nga.gov/iiif/32a81e6d-43e4-451f-ae94-285ce84f6b37/full/!588,600/0/default.jpg"
"Bas Relief Plaque,",c. 1940,"https://media.nga.gov/iiif/eb0be981-1b4a-49b5-870f-a9884048ad36/full/!588,600/0/default.jpg"
"Painted Glass - Mariner's Church,",c. 1937,"https://media.nga.gov/iiif/67949f79-e402-4626-8c1d-541db7432c90/full/!588,600/0/default.jpg"
"Sap Pail,",c. 1938,"https://media.nga.gov/iiif/01902a65-d182-4364-ada9-5c2e33a05a99/full/!588,600/0/default.jpg"
"Wooden Medallion,",c. 1936,"https://media.nga.gov/iiif/af166c73-a34c-4f35-9364-d82cd4f01096/full/!588,600/0/default.jpg"
"Bed Post Top,",c. 1938,"https://media.nga.gov/iiif/1d908b2e-fc01-4064-baa5-0ce26d3d5626/full/!588,600/0/default.jpg"
"Architectural Ornament,",c. 1936,"https://media.nga.gov/iiif/6b22a2a0-c4c5-46cf-9cc9-989f827987f3/full/!588,600/0/default.jpg"
"Nutcracker,",c. 1937,"https://media.nga.gov/iiif/9c038956-2faf-4ceb-aa61-698a27cb6e88/full/!588,600/0/default.jpg"
"Portrait,",c. 1936,"https://media.nga.gov/iiif/74a1cc74-621c-42d4-b7ae-d622b0f6cc08/full/!588,600/0/default.jpg"
"Tin Foil Flower (Painting),",c. 1936,"https://media.nga.gov/iiif/c7c7aa8b-6e06-4a31-800b-02a122cb145a/full/!588,600/0/default.jpg"
"Illuminated Parable: The Ten Virgins,",c. 1936,"https://media.nga.gov/iiif/ce8f55a6-0850-416a-8e48-c7f2f9d98f54/full/!588,600/0/default.jpg"
"Sand Picture,",c. 1941,"https://media.nga.gov/iiif/3dd169a7-94fb-4a00-916e-ed0dd1356a5e/full/!588,600/0/default.jpg"
"Decorative Panels,",c. 1936,"https://media.nga.gov/iiif/481f37d1-cdc7-46dd-b2fb-aa36ca405937/full/!588,600/0/default.jpg"
"Decorative Panel from Rail Car Interior,",c. 1936,"https://media.nga.gov/iiif/2e2f24ae-e3a9-4e11-9b91-837292200e90/full/!588,600/0/default.jpg"
"Memorial Picture,",c. 1941,"https://media.nga.gov/iiif/9b4bc14f-696d-4225-9012-d7ff66a7f02f/full/!588,600/0/default.jpg"
"Paul Revere Print,",1940,"https://media.nga.gov/iiif/b1cbc6ee-5198-4878-930b-a3438dc44d0c/full/!588,600/0/default.jpg"
"Stage Set,",c. 1939,"https://media.nga.gov/iiif/9ae8edf5-bf20-44c4-8d93-9d3bef6e9e35/full/!588,600/0/default.jpg"
"Candlestand,",c. 1936,"https://media.nga.gov/iiif/d3d392bc-f2cf-4111-9acc-67fa3a601276/full/!588,600/0/default.jpg"
"Rush Light Stand,",c. 1936,"https://media.nga.gov/iiif/5a8e465a-607d-4821-b423-32f7b2617405/full/!588,600/0/default.jpg"
"Lantern,",1937,"https://media.nga.gov/iiif/8c70d497-ea80-420d-9cc3-7ff42cc0be6e/full/!588,600/0/default.jpg"
"Lamp,",c. 1940,"https://media.nga.gov/iiif/8b59194a-c2de-4232-ac9d-c62c2782a2f1/full/!588,600/0/default.jpg"
"Lamp,",1940,"https://media.nga.gov/iiif/790bc210-863d-4dde-8a91-7d30774a5086/full/!588,600/0/default.jpg"
"Lamp,",c. 1939,"https://media.nga.gov/iiif/6186c032-9316-440c-9e4c-6f68ccabd9ed/full/!588,600/0/default.jpg"
"Pewter Lamp,",c. 1936,"https://media.nga.gov/iiif/61db33f4-ca0c-4cfd-a409-bcf9666a05b4/full/!588,600/0/default.jpg"
"Lamp,",c. 1939,"https://media.nga.gov/iiif/cb4e2e13-efa6-44a2-814d-40c755cd362d/full/!588,600/0/default.jpg"
"Lamp,",1935/1942,"https://media.nga.gov/iiif/7ef316d2-838a-4101-8516-f59980b4537f/full/!588,600/0/default.jpg"
"Lamp,",c. 1936,"https://media.nga.gov/iiif/2e59921a-0fe6-4de1-81a9-6bfbd1c05f71/full/!588,600/0/default.jpg"
"Kerosene Street Car Lamp,",c. 1936,"https://media.nga.gov/iiif/76114f51-7d26-4e4a-b6ea-3442267fc5e4/full/!588,600/0/default.jpg"
"Lamp,",c. 1940,"https://media.nga.gov/iiif/bdffefe4-09c0-4f5c-8844-bf77a56c329d/full/!588,600/0/default.jpg"
"Whale Oil Lamp,",1935/1942,"https://media.nga.gov/iiif/1e20f0cd-1a3a-4ff4-ac55-21f080ceadad/full/!588,600/0/default.jpg"
"Pa. German Water Whistle,",c. 1938,"https://media.nga.gov/iiif/50fe6532-f483-4f65-b9f4-f1fa0ded4e47/full/!588,600/0/default.jpg"
"Pa. German Seated Cat,",c. 1938,"https://media.nga.gov/iiif/e688e1dd-dc29-478f-86db-250408d18cb4/full/!588,600/0/default.jpg"
"Pa. German Chalkware Cat,",c. 1936,"https://media.nga.gov/iiif/e2532455-bd8e-428b-bca2-bf96f5e074b6/full/!588,600/0/default.jpg"
"Pa. German Dower Chest,",1935/1942,"https://media.nga.gov/iiif/9426a7d8-2d4b-422d-9276-1c7089b955ba/full/!588,600/0/default.jpg"
"Pa. German Stove Plate,",c. 1937,"https://media.nga.gov/iiif/31d8c7ac-68dd-46aa-9993-6c7c9d0b7368/full/!588,600/0/default.jpg"
"Pa. German Stove Plate,",c. 1937,"https://media.nga.gov/iiif/18ffafd3-fbce-4782-a42d-a58786df396c/full/!588,600/0/default.jpg"
"Pa. German Flat-iron Stand,",1935/1942,"https://media.nga.gov/iiif/51cd667d-8cfa-4f79-bf87-d516bbf402af/full/!588,600/0/default.jpg"
"Pa. German Stove Plate,",c. 1942,"https://media.nga.gov/iiif/69db7d97-87c3-45c7-99f2-e0dd8e5a4845/full/!588,600/0/default.jpg"
"Pa. German Fire Back,",c. 1936,"https://media.nga.gov/iiif/610aa08b-9f01-46d0-953a-1fcb08a5b484/full/!588,600/0/default.jpg"
"Pa. German Toy Bird,",1935/1942,"https://media.nga.gov/iiif/4ae94aff-3f92-4915-adc6-a12473513e3d/full/!588,600/0/default.jpg"
"Pa. German Dish,",c. 1937,"https://media.nga.gov/iiif/95dbedad-1437-4c02-95c7-4b9c2d0b8490/full/!588,600/0/default.jpg"
"Pa. German Plate,",c. 1937,"https://media.nga.gov/iiif/caa925ae-706e-4d14-b9f6-bfb4b5c0775b/full/!588,600/0/default.jpg"
"Pa. German Pie Dish,",c. 1937,"https://media.nga.gov/iiif/0802e131-a522-4555-9bf5-6937cd3020d1/full/!588,600/0/default.jpg"
"Pa. German Plate,",c. 1937,"https://media.nga.gov/iiif/4e428d96-af73-4537-ad88-80122a1f2706/full/!588,600/0/default.jpg"
"Pa. German Weather Vane,",1935/1942,"https://media.nga.gov/iiif/ab6b0dfb-494c-4123-bd4a-84fb395278f1/full/!588,600/0/default.jpg"
"Plow,",c. 1938,"https://media.nga.gov/iiif/af4a8040-ee93-4247-92ef-ce734032ee7b/full/!588,600/0/default.jpg"
"Pa. German Toy Soldier,",1935/1942,"https://media.nga.gov/iiif/d5b3040b-7803-4fa0-9eb1-89e14a0a1ddc/full/!588,600/0/default.jpg"
"Pa. German Bowl,",1939,"https://media.nga.gov/iiif/e084f5f0-073d-4448-9337-193145f5713f/full/!588,600/0/default.jpg"
"Pa. German Watering Can,",c. 1936,"https://media.nga.gov/iiif/ad0b0b91-ff56-4296-bc1f-1dab1e8a1aa3/full/!588,600/0/default.jpg"
"Pa. German Flower Pot and Tray,",c. 1936,"https://media.nga.gov/iiif/f7838707-7119-4397-adca-0bafda0f5f44/full/!588,600/0/default.jpg"
"Pa. German Cider Jug,",c. 1938,"https://media.nga.gov/iiif/8cdb4598-7b82-4149-be1b-ab022c1a4a93/full/!588,600/0/default.jpg"
"Pewter Tea Set,",c. 1936,"https://media.nga.gov/iiif/62139e6a-b444-4a48-bca1-de54fe9a7e5d/full/!588,600/0/default.jpg"
"Pewter Cup,",c. 1936,"https://media.nga.gov/iiif/27f643ba-6e38-42ea-97f4-7ab4693a229a/full/!588,600/0/default.jpg"
"Pewter Beaker,",1936,"https://media.nga.gov/iiif/566868c1-73ee-44c5-a23c-cd170ef7f5a4/full/!588,600/0/default.jpg"
"Pewter Pitcher,",c. 1936,"https://media.nga.gov/iiif/d73e501e-fb92-4d03-9dad-4d8cf2f894a7/full/!588,600/0/default.jpg"
"Refillable Pencil,",c. 1941,"https://media.nga.gov/iiif/644bc2c5-7376-4e30-9793-16caa1065021/full/!588,600/0/default.jpg"
"Pewter Creamer,",c. 1937,"https://media.nga.gov/iiif/d1d7450f-ec8f-43a6-968f-596d9c61e195/full/!588,600/0/default.jpg"
"Sacramental Ewer,",c. 1936,"https://media.nga.gov/iiif/a6fec6de-8943-4f91-806b-a3864c281b8e/full/!588,600/0/default.jpg"
"Pewter Caster,",1936,"https://media.nga.gov/iiif/24430697-b58f-4eb4-be60-6fcb5a2b836d/full/!588,600/0/default.jpg"
"Pewter Coffee Pot,",c. 1936,"https://media.nga.gov/iiif/91bc94dd-6cea-415e-8535-82c292798941/full/!588,600/0/default.jpg"
"Pewter Coffee Urn,",c. 1936,"https://media.nga.gov/iiif/431541aa-8340-4595-8459-15284fb4eec7/full/!588,600/0/default.jpg"
"Pewter Coffee Pot,",c. 1936,"https://media.nga.gov/iiif/ea7f4bb4-3438-4f4b-b904-7753b42d288a/full/!588,600/0/default.jpg"
"Pewter Sugar Bowl,",c. 1937,"https://media.nga.gov/iiif/bb3b8efe-343b-43b4-8ee5-5d1567a4164c/full/!588,600/0/default.jpg"
"Pewter Sugar Bowl,",c. 1936,"https://media.nga.gov/iiif/15ef4997-7678-4a53-985a-d71d895306cf/full/!588,600/0/default.jpg"
