title,years,link
"Rice Bunting,",1829,"https://media.nga.gov/iiif/068fffeb-634a-494b-bea3-06b4b74f0c3e/full/!588,600/0/default.jpg"
"Chestnut-sided Warbler,",1829,"https://media.nga.gov/iiif/489cfede-e5d5-424a-84f1-4fad9e52ee90/full/!588,600/0/default.jpg"
"Swamp Sparrow,",1829,"https://media.nga.gov/iiif/85c9ca3d-1305-4ca2-8f36-a6f4339cf4df/full/!588,600/0/default.jpg"
"Bay-breasted Warbler,",1829,"https://media.nga.gov/iiif/489b32de-c5f6-4aad-87ca-bf197bdc4e8b/full/!588,600/0/default.jpg"
"Indigo Bird,",1829,"https://media.nga.gov/iiif/e11f7f63-5513-4428-bc1b-a13d9e0de745/full/!588,600/0/default.jpg"
"Tyrant Flycatcher,",1830,"https://media.nga.gov/iiif/c80e2304-cda6-4002-a7d0-d007a3e5cf8f/full/!588,600/0/default.jpg"
"Blue-grey Flycatcher,",1830,"https://media.nga.gov/iiif/5f1829d9-49c6-4c31-a689-ad7e13dac3a9/full/!588,600/0/default.jpg"
"Nashville Warbler,",1830,"https://media.nga.gov/iiif/846a9b7c-60c4-495f-9006-122c69a30f3f/full/!588,600/0/default.jpg"
"Bay-winged Bunting,",1830,"https://media.nga.gov/iiif/66634942-baf3-48ce-9ca1-e2b77bbda004/full/!588,600/0/default.jpg"
"Cow Bunting,",1830,"https://media.nga.gov/iiif/c35ddd3a-2e95-47b1-b4ea-2e5575bb3684/full/!588,600/0/default.jpg"
"Chipping Sparrow,",1831,"https://media.nga.gov/iiif/04304922-4a19-439b-82e5-4f156c666aa0/full/!588,600/0/default.jpg"
"Savannah Finch,",1831,"https://media.nga.gov/iiif/dbe5a021-fc27-446a-88dc-dbd8fa3aa1a2/full/!588,600/0/default.jpg"
"White-crowned Sparrow,",1831,"https://media.nga.gov/iiif/60f1fce7-6f2f-40b5-aa8f-5dc28fdb7b5b/full/!588,600/0/default.jpg"
"Yellow-throated Vireo,",1831,"https://media.nga.gov/iiif/182ed9db-6259-4e21-9df6-167c2a87010d/full/!588,600/0/default.jpg"
"Green Black-Capt Flycatcher,",1831,"https://media.nga.gov/iiif/1db2bf79-bc5d-4d0c-bb60-7b45d47d6de8/full/!588,600/0/default.jpg"
"Great Crested Flycatcher,",1832,"https://media.nga.gov/iiif/21f75bac-ae36-4996-8c51-6198615daae2/full/!588,600/0/default.jpg"
"Hemlock Warbler,",1832,"https://media.nga.gov/iiif/69fcd672-139c-4565-8631-47188304cba9/full/!588,600/0/default.jpg"
"Field Sparrow,",1832,"https://media.nga.gov/iiif/b73f35ca-05f6-47e1-beec-f3327824217c/full/!588,600/0/default.jpg"
"Small Green-Crested Flycatcher,",1832,"https://media.nga.gov/iiif/7a8fb16f-7c93-43e0-b930-eeeb874f90a0/full/!588,600/0/default.jpg"
"Sharp-Tailed Finch,",1832,"https://media.nga.gov/iiif/e3a1957b-a4a9-4c6c-993f-0e14f0389c14/full/!588,600/0/default.jpg"
"Tennessee Warbler,",1832,"https://media.nga.gov/iiif/b7c008e0-af6c-4679-9e75-77d7968c299c/full/!588,600/0/default.jpg"
"Cardinal Grosbeak,",1833,"https://media.nga.gov/iiif/a097ad8e-185d-4b53-854e-d6767257a7de/full/!588,600/0/default.jpg"
"Tawny Thrush,",1833,"https://media.nga.gov/iiif/40653213-eb54-4e02-b8dd-d7f94389a4ef/full/!588,600/0/default.jpg"
"Mangrove Cuckoo,",1833,"https://media.nga.gov/iiif/45d6d861-0f53-4b79-a884-8c609296df39/full/!588,600/0/default.jpg"
"Olive-sided Flycatcher,",1833,"https://media.nga.gov/iiif/1fef8716-d1cb-4726-b35f-e90cb6a7dce8/full/!588,600/0/default.jpg"
"Wood Wren,",1833,"https://media.nga.gov/iiif/ab918559-8d05-49cc-baf1-fef9dfac0a5a/full/!588,600/0/default.jpg"
"Mangrove Humming Bird,",1834,"https://media.nga.gov/iiif/7a61e844-f1e9-4958-aaef-9bc1a8bde773/full/!588,600/0/default.jpg"
"Snow Bunting,",1834,"https://media.nga.gov/iiif/8aafe1b5-4364-47db-8dd8-f315f8908956/full/!588,600/0/default.jpg"
"Canadian Titmouse,",1834,"https://media.nga.gov/iiif/52c5ff8a-4b60-4e4a-93a5-9deebae91d32/full/!588,600/0/default.jpg"
"Little Owl,",1834,"https://media.nga.gov/iiif/21e1d0f7-fa46-42c7-a779-38c2642155e3/full/!588,600/0/default.jpg"
"Salt Water Marsh Hen,",1834,"https://media.nga.gov/iiif/53dab505-4671-49d5-aa25-15d8c7d91f83/full/!588,600/0/default.jpg"
"Wilson's Plover,",1834,"https://media.nga.gov/iiif/51dfc1ee-990f-4123-93e0-566e4bddd8c8/full/!588,600/0/default.jpg"
"Louisiana Heron,",1834,"https://media.nga.gov/iiif/59b14247-4bd1-413e-a049-1c766f71c856/full/!588,600/0/default.jpg"
"White Ibis,",1834,"https://media.nga.gov/iiif/58418a89-df47-49fb-8d34-9263569debe7/full/!588,600/0/default.jpg"
"Pin-Tailed Duck,",1834,"https://media.nga.gov/iiif/89de78a5-07db-4c38-a2f7-ec551f470264/full/!588,600/0/default.jpg"
"Hooded Merganser,",1834,"https://media.nga.gov/iiif/be6a6d72-0bd1-4933-afe3-4887e793622a/full/!588,600/0/default.jpg"
"Great Esquimaux Curlew,",1835,"https://media.nga.gov/iiif/56ad76b8-be24-41a5-b42f-caf5ca6f4fad/full/!588,600/0/default.jpg"
"Snowy Heron, or White Egret,",1835,"https://media.nga.gov/iiif/72f50287-f75f-48a8-95c7-811e3840373a/full/!588,600/0/default.jpg"
"Velvet Duck,",1835,"https://media.nga.gov/iiif/0731dca7-d29f-41a8-9658-901b08dab13e/full/!588,600/0/default.jpg"
"Tufted Auk,",1835,"https://media.nga.gov/iiif/d0bb9f76-100a-4642-a5d9-271a105aacdc/full/!588,600/0/default.jpg"
"Wilson's Phalarope,",1835,"https://media.nga.gov/iiif/a988de7d-f72b-49c4-90fb-a4ce7b47436d/full/!588,600/0/default.jpg"
"Horned Grebe,",1835,"https://media.nga.gov/iiif/874b3354-f7d1-4b4c-b645-802149528448/full/!588,600/0/default.jpg"
"Fulmer Petrel,",1835,"https://media.nga.gov/iiif/1d029899-3242-475a-9337-0f070e6eef71/full/!588,600/0/default.jpg"
"Greenshank,",1835,"https://media.nga.gov/iiif/87efa7b2-9bb9-49e7-af88-d3a64dc25acf/full/!588,600/0/default.jpg"
"Semi-palmated Snipe or Willet,",1835,"https://media.nga.gov/iiif/d3ee0daa-bb39-4c3f-9e66-310a6eff800d/full/!588,600/0/default.jpg"
"Sandwich Tern,",1835,"https://media.nga.gov/iiif/6fdbff6b-17fd-419f-bea5-5ea5746822c3/full/!588,600/0/default.jpg"
"Purple Sandpiper,",1835,"https://media.nga.gov/iiif/18c54a93-fa28-49bb-9cd2-0dbe114ef712/full/!588,600/0/default.jpg"
"Solitary Sandpiper,",1836,"https://media.nga.gov/iiif/252684a6-9ad2-44ff-9475-a7467314a777/full/!588,600/0/default.jpg"
"Pectoral Sandpiper,",1836,"https://media.nga.gov/iiif/03e364cc-8d9e-40b4-9020-9fb5d852a486/full/!588,600/0/default.jpg"
"Dusky Petrel,",1836,"https://media.nga.gov/iiif/2698faed-c9a2-40ba-b288-fab357907cf8/full/!588,600/0/default.jpg"
"Turn-stone,",1836,"https://media.nga.gov/iiif/c14e17b3-eb03-4e6b-a307-799a039ab951/full/!588,600/0/default.jpg"
"Great Tern,",1836,"https://media.nga.gov/iiif/779118e5-271a-46d3-a30f-3643ef63bbed/full/!588,600/0/default.jpg"
"Black-headed Gull,",1836,"https://media.nga.gov/iiif/fd347b3e-05cf-4254-b169-b96f0ab469de/full/!588,600/0/default.jpg"
"Lesser Tern,",1836,"https://media.nga.gov/iiif/d7147bd2-a70b-4d98-b44f-53b5df60582c/full/!588,600/0/default.jpg"
"Bonapartian Gull,",1836,"https://media.nga.gov/iiif/d3639f8c-1313-48ea-bbbb-7d0023b64a83/full/!588,600/0/default.jpg"
"Yellow-breasted Rail,",1836,"https://media.nga.gov/iiif/ce8e2667-93d9-425c-aeb6-e8363d70dd0f/full/!588,600/0/default.jpg"
"Black-bellied Plover,",1836,"https://media.nga.gov/iiif/62aea52c-1063-469c-920c-b83b315dad86/full/!588,600/0/default.jpg"
"Little Auk,",1836,"https://media.nga.gov/iiif/b018a63c-4ebe-46d8-be74-ea175775f56b/full/!588,600/0/default.jpg"
"Long-legged Sandpiper,",1836,"https://media.nga.gov/iiif/3bee42a1-a5ab-4816-a70b-294aaf1386a8/full/!588,600/0/default.jpg"
"Least Water-hen,",1836,"https://media.nga.gov/iiif/cabb5193-bee8-4787-b66d-16fa23e59b2f/full/!588,600/0/default.jpg"
"Louisiana Tanager and Scarlet Tanager,",1837,"https://media.nga.gov/iiif/e33769dd-3f79-4a21-a035-c722c45de7dc/full/!588,600/0/default.jpg"
"Arkansaw Flycatcher, Swallow-tailed Flycatcher and Says Flycatcher,",1837,"https://media.nga.gov/iiif/4c70e160-3e7c-4748-a49b-88646c203ad4/full/!588,600/0/default.jpg"
"White-winged Crossbill,",1837,"https://media.nga.gov/iiif/2a54220a-ad27-4025-8ef4-1ca3abfbad08/full/!588,600/0/default.jpg"
"Mountain Mocking-bird and Varied Thrush,",1837,"https://media.nga.gov/iiif/ad2d5b1e-00eb-4913-95bd-ba7f409be136/full/!588,600/0/default.jpg"
"Sharp-shinned Hawk,",1837,"https://media.nga.gov/iiif/2b8a7941-0f19-4735-aea7-97d82f5b6b00/full/!588,600/0/default.jpg"
"Ruff-necked Humming-bird,",1837,"https://media.nga.gov/iiif/991e3d8b-3e54-4f10-af1a-e6554926b02a/full/!588,600/0/default.jpg"
"Black-throated Bunting,",1837,"https://media.nga.gov/iiif/cbeb56a7-5563-4f85-ad72-fd5d6e2368d1/full/!588,600/0/default.jpg"
"Red-cockaded Woodpecker,",1837,"https://media.nga.gov/iiif/ac8ae5b9-7ac1-49d0-a8e6-450cddd0235f/full/!588,600/0/default.jpg"
"Chestnut-colored Finch, Black-headed Siskin, Black Crown Bunting and Arctic Ground Finch,",1837,"https://media.nga.gov/iiif/218a7216-9441-4572-a716-a12a48d8122e/full/!588,600/0/default.jpg"
"Black-throated Green Warbler, Blackburnian Warbler and Mourning Warbler,",1837,"https://media.nga.gov/iiif/dc8c291b-b41f-40e2-9010-332b92d87c46/full/!588,600/0/default.jpg"
"Eared Grebe,",1838,"https://media.nga.gov/iiif/3f859d6c-496f-4a37-bbad-eff8b5d5656e/full/!588,600/0/default.jpg"
"Havell's Tern and Trudeau's Tern,",1838,"https://media.nga.gov/iiif/9ccc31a0-fbd6-45b8-a9aa-f629e978a75a/full/!588,600/0/default.jpg"
"Golden-winged Warbler and Cape May Warbler,",1838,"https://media.nga.gov/iiif/ceaa8748-6da3-4938-8aaf-d188b6627908/full/!588,600/0/default.jpg"
"Little Tawny Thrush,",1838,"https://media.nga.gov/iiif/72ce3bd9-6180-44f1-acce-e828f3cf73f2/full/!588,600/0/default.jpg"
"Lazuli Finch,",1838,"https://media.nga.gov/iiif/02ab1c2b-97bd-470e-97b3-46f29e2004c2/full/!588,600/0/default.jpg"
"Western Duck,",1838,"https://media.nga.gov/iiif/ecc125b2-3464-4fe9-bb7e-01a7af15bdb6/full/!588,600/0/default.jpg"
"Little Tyrant Flycatcher, Small-Headed Flycatcher, Blue Mountain Warbler, Bartram's Vireo, Short-Legged Pewee, and Rocky Mountain Flycatcher,",1838,"https://media.nga.gov/iiif/0855e663-16b3-4846-8f68-8c37fedfbd48/full/!588,600/0/default.jpg"
"John Johnstone, Betty Johnstone, and Miss Wedderburn,",c. 1790/1795,"https://media.nga.gov/iiif/c7e8c44a-f295-47a3-a8db-646a9f93650f/full/!588,600/0/default.jpg"
"Henri Jules, Duc d'Albert,",1660,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Emperor Hadrian,",c. 1550,"https://media.nga.gov/iiif/f0e8ba3d-06de-4745-8ebb-beede0630fe0/full/!588,600/0/default.jpg"
"A Cobbled Yard,",published 1926,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Shipping at Poole,",published 1926,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Adoration,",published 1926,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Smugglers' House: Chatham,",published 1926,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Little Poigny,",1906,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Alter Jude aus Jaffa,",1905,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Christ Helps the Hungry Children,",1945/1946,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Battalion Communications,",c. 1945,"https://media.nga.gov/iiif/e5dda24f-b53c-4069-a45c-08df37fa5796/full/!588,600/0/default.jpg"
"Farm with Large Tree (La ferme au grand arbre),",mid-19th century,"https://media.nga.gov/iiif/82f63249-8605-4ca3-a2bc-4fdd2237a654/full/!588,600/0/default.jpg"
"Alphonse Legros,",1861,"https://media.nga.gov/iiif/16fbedf2-d744-4144-97f7-593a24d90c3e/full/!588,600/0/default.jpg"
"Self-Portrait,",c. 1895,"https://media.nga.gov/iiif/05aaddf7-c299-4dde-936c-4c5a52597c0f/full/!588,600/0/default.jpg"
"Allegory of Music,",1764,"https://media.nga.gov/iiif/abac5ab8-6568-474c-ae3e-b3efc68c05d2/full/!588,600/0/default.jpg"
"The Visit to the Nursery,",c. 1775,"https://media.nga.gov/iiif/7880abec-7989-4456-81fc-b2d6f3742de8/full/!588,600/0/default.jpg"
"The Herdsman,",17th or 18th century,"https://media.nga.gov/iiif/5d387dcc-4507-4edb-86be-c8481e8a34e6/full/!588,600/0/default.jpg"
"Portrait of a Woman,",c. 1711,"https://media.nga.gov/iiif/3480727d-bd9d-4bce-b7f0-7c02347a7bc3/full/!588,600/0/default.jpg"
"A Corner in Old Lisieux,",1916,"https://media.nga.gov/iiif/03f79195-38e6-4e30-a05b-e8fc46e66d31/full/!588,600/0/default.jpg"
"Sottocastello,",1926,"https://media.nga.gov/iiif/e72db5b6-5890-49a1-a639-c2a71f7a3465/full/!588,600/0/default.jpg"
"Make Fast,",1929,"https://media.nga.gov/iiif/40e5341c-6896-43cb-9495-6d2ad34ca978/full/!588,600/0/default.jpg"
"Ale Porto del Dolo,",c. 1735/1746,"https://media.nga.gov/iiif/ce5cc5f3-2b1d-4f75-87f2-943d8fbfb030/full/!588,600/0/default.jpg"
"Surrender of Cornwallis: At York-Town Va. Oct. 1781,",1845,"https://media.nga.gov/iiif/63f24023-07ed-4d6d-9f53-7dd37874f5cf/full/!588,600/0/default.jpg"
"Polperro, No.2,",1925,"https://media.nga.gov/iiif/a9a933bb-dbf2-4944-9ef0-d82f7cfac62c/full/!588,600/0/default.jpg"
"Refugees,",1933,"https://media.nga.gov/iiif/852f2f7c-2d33-4c53-82a2-41f1ac1e4ebc/full/!588,600/0/default.jpg"
"The Broad Curtain,",1918,"https://media.nga.gov/iiif/dd09c7d9-5c03-4d64-b631-d3e41c783f6f/full/!588,600/0/default.jpg"
"Old Lace,",1915,"https://media.nga.gov/iiif/db12d4c9-f8b1-4f16-b1c7-35d53b28a17f/full/!588,600/0/default.jpg"
"Self-Portrait,",1647,"https://media.nga.gov/iiif/07336e7c-0e56-4317-b0bf-c56c91f60d8e/full/!588,600/0/default.jpg"
"Henry van der Borcht, Painter,",1648,"https://media.nga.gov/iiif/32cd0ef8-22a4-49a6-b8e6-c88c1d2b2db8/full/!588,600/0/default.jpg"
"Ship-Building, Gloucester Harbor,",published 1873,"https://media.nga.gov/iiif/01f4ab20-32f4-4165-9f15-afe90e4aac5e/full/!588,600/0/default.jpg"
"The Dinner Horn,",published 1870,"https://media.nga.gov/iiif/e54d5eef-6cd5-4a7a-9ea7-27791afeac2c/full/!588,600/0/default.jpg"
"Clothes Seller,",1918,"https://media.nga.gov/iiif/0e4211d6-4d53-4fb5-98f2-3b8a4b289b4b/full/!588,600/0/default.jpg"
"The Saut-Buckets,",1926,"https://media.nga.gov/iiif/1d5b0b57-6579-4836-bc10-10088d10b84e/full/!588,600/0/default.jpg"
"The Amstel,",1910,"https://media.nga.gov/iiif/e711d605-07dc-4b6d-9786-c54bd287036e/full/!588,600/0/default.jpg"
"The Fishmarket, Aberdeen,",1908,"https://media.nga.gov/iiif/0c60a101-90ac-4490-8c46-0fbee0a2cad9/full/!588,600/0/default.jpg"
"Gothic Night,",1926,"https://media.nga.gov/iiif/05919f16-a81b-4b6e-aff0-108594ccfd19/full/!588,600/0/default.jpg"
"Sunlight and Shadows, No. 3,",1913,"https://media.nga.gov/iiif/9f28b4f3-2991-4987-a8cd-3ef97826a5bf/full/!588,600/0/default.jpg"
"Sundown,",c.1920,"https://media.nga.gov/iiif/3110cb78-7ac3-412e-b96d-ad01705ce144/full/!588,600/0/default.jpg"
"Rainy Day, Broadway,",probably 1890,"https://media.nga.gov/iiif/34049105-ec49-4172-ba93-f6d4bc24b3f3/full/!588,600/0/default.jpg"
"Bit of Central Park,",probably 1918,"https://media.nga.gov/iiif/b2003e2a-179b-4fdb-afcf-6de4899c51a3/full/!588,600/0/default.jpg"
"Chelsea Docks, Loading the Ship,",1907,"https://media.nga.gov/iiif/25886e66-ff0b-4ec6-bc92-40b82de5ef72/full/!588,600/0/default.jpg"
"Al Bordo del Campo,",1922,"https://media.nga.gov/iiif/60480d9c-6bf4-486d-90a1-a4662df04a74/full/!588,600/0/default.jpg"
"The Tobacco Shop,",1903,"https://media.nga.gov/iiif/c5bef92e-8aa1-4429-9db6-2cce1dd273df/full/!588,600/0/default.jpg"
"West Door, St. Paul's,",1903,"https://media.nga.gov/iiif/ad4f5466-fca3-4c74-ab19-c0f6233a16cb/full/!588,600/0/default.jpg"
"Bridge of San Juan D'Los Reyos, Toledo,",1904,"https://media.nga.gov/iiif/5c186718-e605-4090-9d0f-c785500ab4c4/full/!588,600/0/default.jpg"
"The Golden Cornice, I,",1904,"https://media.nga.gov/iiif/9d33b657-cc19-46bc-9977-34abbfb06fec/full/!588,600/0/default.jpg"
"Waterloo Bridge and Somerset House,",1905,"https://media.nga.gov/iiif/97b77fcf-73aa-4854-8d5f-c738b0fa6128/full/!588,600/0/default.jpg"
"Big Tree, Cheyne Walk,",1906,"https://media.nga.gov/iiif/a610113a-add0-4aa4-9b87-0f84eceeed35/full/!588,600/0/default.jpg"
"San Maclou, Rouen,",1907,"https://media.nga.gov/iiif/c79d59f9-213a-4256-baae-6ad7bdf149db/full/!588,600/0/default.jpg"
"The West Front, Rouen Cathedral,",1907,"https://media.nga.gov/iiif/132301af-812e-471f-b584-a35845e32902/full/!588,600/0/default.jpg"
"The Brussels Canal, A Modern Hobbema,",1910,"https://media.nga.gov/iiif/f8003090-fc2e-4d2d-92e5-b368a3c21bd2/full/!588,600/0/default.jpg"
"Rebuilding the Campanile, Venice, No.II,",1911,"https://media.nga.gov/iiif/93e479d9-b93b-4fc4-8bbf-5b72691a1847/full/!588,600/0/default.jpg"
"The Approach to the Grand Central, New York,",1919,"https://media.nga.gov/iiif/f93c25dc-131d-4711-914c-8889172b7397/full/!588,600/0/default.jpg"
"The Viaduct, D., L. & W. at Nicholson, Pa.,",1919,"https://media.nga.gov/iiif/e0d4ed1e-4096-4013-a35c-a3966bd05d05/full/!588,600/0/default.jpg"
"Caissons on Vesey Street,",1924,"https://media.nga.gov/iiif/b02874e4-71f6-4139-9068-ed482e9db213/full/!588,600/0/default.jpg"
"Midsummer's Day,",1928,"https://media.nga.gov/iiif/4891729f-b4d4-4388-a788-83bea3f5e716/full/!588,600/0/default.jpg"
"Stones of Venice,",1924/1925,"https://media.nga.gov/iiif/dae4dffd-52af-468d-84c4-cf94a6ad42c6/full/!588,600/0/default.jpg"
"The Successful Fortune Hunter,",1812,"https://media.nga.gov/iiif/8da9492d-a3ac-4c92-b734-68a26851b23a/full/!588,600/0/default.jpg"
"Strand Gate, Winchelsea,",1910,"https://media.nga.gov/iiif/7ecaf7d7-c672-41c5-91f3-cf244d7f7a9f/full/!588,600/0/default.jpg"
"A Doorway in Segovia,",1921,"https://media.nga.gov/iiif/88c0c26b-3a6c-4ed0-abcb-02b9c4193a15/full/!588,600/0/default.jpg"
"Sheet of Sketches [verso],",16th century,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Peasant Leaning on His Doorway,",1672,"https://media.nga.gov/iiif/b6183255-9bbf-4dab-9a83-e3c5663171c0/full/!588,600/0/default.jpg"
"Heavy Going,",1929,"https://media.nga.gov/iiif/0a150f3c-5ec4-4b2c-ad71-050172abe87f/full/!588,600/0/default.jpg"
"Jesus with the Pharisees,",1635,"https://media.nga.gov/iiif/0e987d09-3261-434a-90a5-30e897f193b8/full/!588,600/0/default.jpg"
"The Entry into Jerusalem,",1635,"https://media.nga.gov/iiif/e02621b6-f729-40c3-abd5-1bb5232babb7/full/!588,600/0/default.jpg"
"King Ferdinand of Austria,",1547,"https://media.nga.gov/iiif/e29af890-9034-40ae-ab5d-9c5e0148f4f9/full/!588,600/0/default.jpg"
"The Triumph of Christ [block 7],",c. 1510/1511 (published after 1545),https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Triumph of the Virgin,",1625,"https://media.nga.gov/iiif/19448780-d93a-4cf0-8d1c-3a107a9e00b2/full/!588,600/0/default.jpg"
"Les Amusements de la vie privee,",1747,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"La Bonne Mere,",1744,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Etude du dessin (The Drawing Lesson),",1757,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Jeune Fille au volant,",1742,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Le Neglige, ou Toilette du matin,",1741,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Le Souffleur,",1744,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Battle of the Giaour and the Pasha (Combat du Giaour et du Pacha),",1827,"https://media.nga.gov/iiif/b3485082-41ac-489d-9da6-217451a98815/full/!588,600/0/default.jpg"
"Foreshore Scene with Windmill,",1653,"https://media.nga.gov/iiif/261e42a0-bbcf-4b39-b87f-07eb8c020887/full/!588,600/0/default.jpg"
"Bison,",c. 1929,"https://media.nga.gov/iiif/b281f883-862a-4b36-bf76-2d5248d88add/full/!588,600/0/default.jpg"
"Protest,",1945,"https://media.nga.gov/iiif/42cff412-27f6-475d-95f1-fe371a5abf0c/full/!588,600/0/default.jpg"
"Presentation of the Virgin in the Temple [right plate],",1742,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Mystic Marriage of Saint Catherine,",1740,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Miracle of Saint Mark [left plate],",published 1745,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Entombment,",1739,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Raising of Lazarus,",1742,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Death of Saint Peter Martyr,",1739,"https://media.nga.gov/iiif/cea091bd-3193-4935-a274-1e1fbcb420b7/full/!588,600/0/default.jpg"
"The Mystic Marriage of Saint Catherine,",1740,"https://media.nga.gov/iiif/4ac159d4-a3f8-4a99-b2e9-dbee26dc748f/full/!588,600/0/default.jpg"
"The Marriage at Cana [left plate],",1740,"https://media.nga.gov/iiif/27c1bce8-81e6-491a-84e1-a84571d1eade/full/!588,600/0/default.jpg"
"The Entombment [recto],",1739,"https://media.nga.gov/iiif/fa3124eb-3ac8-4671-8ff8-52114aefe583/full/!588,600/0/default.jpg"
"The Raising of Lazarus,",1742,"https://media.nga.gov/iiif/2b13a382-078a-4691-a529-aaede5dd5a00/full/!588,600/0/default.jpg"
"Stony Pasture,",1943,"https://media.nga.gov/iiif/044a6593-5c5d-49ca-991d-9834320409d7/full/!588,600/0/default.jpg"
"Entablature from the Temple of Antoninus and Faustina, Rome,",1537,"https://media.nga.gov/iiif/f16bbc5c-4d2a-4099-9cf0-8923416ab079/full/!588,600/0/default.jpg"
"Couronnement de Voltaire (The Crowning of Voltaire),",1782,"https://media.nga.gov/iiif/2a7eba1c-4203-4faf-83e3-3d4052e37b25/full/!588,600/0/default.jpg"
"Near Lyme, Sunset,",1944 (published 1945),"https://media.nga.gov/iiif/31438c43-67f2-4de3-8eb5-9e840f7a55a1/full/!588,600/0/default.jpg"
"Perseus Beheading Medusa, I,",1944,"https://media.nga.gov/iiif/a2007aac-c07f-469d-b66b-59dfa4d1239d/full/!588,600/0/default.jpg"
"Perseus Beheading Medusa, VI,",1945,"https://media.nga.gov/iiif/7ed06599-9f3f-47f7-b79b-4c143588f495/full/!588,600/0/default.jpg"
"Frontispiece: The Dregs of Society (Las bas-fonds de la societe),",1864,"https://media.nga.gov/iiif/85a8a8ff-a89c-43db-bccf-941c9ac90a61/full/!588,600/0/default.jpg"
"The Flight into Egypt,",1945,"https://media.nga.gov/iiif/36a5c46a-2afa-49e6-b587-998f311fc7bd/full/!588,600/0/default.jpg"
"Heyligeweg Gate (Heyligewechs Poort),",1638,"https://media.nga.gov/iiif/05d279ac-71dd-4a94-86f7-2bf8f5f79c96/full/!588,600/0/default.jpg"
"Archbishop Diomede Falconio,",1905,"https://media.nga.gov/iiif/35b059e1-55fc-45e8-b896-2c9aef6ed9d8/full/!588,600/0/default.jpg"
"Portrait of a Youth,",c. 1495/1498,"https://media.nga.gov/iiif/6fe00770-5a30-489e-8e67-973a985c4182/full/!588,600/0/default.jpg"
"Madonna and Child with Saints Christopher and Erasmus,",c. 1480,"https://media.nga.gov/iiif/fde45f01-c8ea-4074-9646-391288c2971c/full/!588,600/0/default.jpg"
"Meeting of Achilles and Hector,",c. 1450 - 1460,"https://media.nga.gov/iiif/1d0d1dd3-8e08-4803-8339-fa16f0910164/full/!588,600/0/default.jpg"
"Saint Francis Receiving the Stigmata,",1470s,"https://media.nga.gov/iiif/d341c21b-a731-4a4e-b840-7cc7538cef93/full/!588,600/0/default.jpg"
"Coq d'or,",1945,"https://media.nga.gov/iiif/8b89c619-9b25-4242-a548-56fc65593fbd/full/!588,600/0/default.jpg"
"Tête de Flore (Head of Flora),",1769,"https://media.nga.gov/iiif/ed70e26c-52b2-4a6c-bf67-6783c0e53b04/full/!588,600/0/default.jpg"
"Borghese Vase,",c. 1685-1697,"https://media.nga.gov/iiif/68f74075-9d7f-44e7-be3e-b5073fabb15a/full/!588,600/0/default.jpg"
"Entry of M. le Comte de Brionne, Grand Chamberlain of His Highness,Representing Jason,",1627,"https://media.nga.gov/iiif/d334dc7a-f0a9-43ec-8ca8-c57e00bfd3a0/full/!588,600/0/default.jpg"
"The Crossing of the Red Sea,",1629,"https://media.nga.gov/iiif/dfde4391-bd3c-46c5-bec7-f44ff5ec0969/full/!588,600/0/default.jpg"
"Sermon on the Mount,",1635,"https://media.nga.gov/iiif/63d64bb2-3b69-4311-b7ed-01b949168f0b/full/!588,600/0/default.jpg"
"Caesar's Coin,",1635,"https://media.nga.gov/iiif/84e9065f-71cd-47d4-8c49-0ef1ccedefe2/full/!588,600/0/default.jpg"
"Afternoon Tea Party,",1890-1891,"https://media.nga.gov/iiif/b6ce3db1-35ee-48d7-87db-edc4c8f95273/full/!588,600/0/default.jpg"
"In the Opera Box [verso],",1880,"https://media.nga.gov/iiif/a5eff045-8116-4e27-a2ff-90c6aa617410/full/!588,600/0/default.jpg"
